Id,Label,generation 0,generation 1,generation 2,generation
1587,CASE OF DAKUS v. UKRAINE,True,False,False,0
1588,CASE OF CHALKLEY v. THE UNITED KINGDOM,False,True,False,1
1589,CASE OF JOHN MURRAY v. THE UNITED KINGDOM,False,False,True,2
1590,CASE OF SIKA v. SLOVAKIA,False,False,True,2
1591,CASE OF GILLBERG v. SWEDEN,False,False,True,2
1592,CASE OF SOERING v. THE UNITED KINGDOM,False,True,False,1
1593,CASE OF G. v. ITALY,False,False,True,2
1594,CASE OF WINTERWERP v. THE NETHERLANDS (ARTICLE 50),False,False,True,2
1595,CASE OF LUCÀ v. ITALY,False,False,True,2
1596,CASE OF BECK v. NORWAY,False,False,True,2
1597,CASE OF KATS AND OTHERS v. UKRAINE,False,False,True,2
1598,CASE OF SCHMAUTZER v. AUSTRIA,False,False,True,2
1599,CASE OF LAWLESS v. IRELAND (No. 1),False,False,True,2
1600,CASE OF KAMASINSKI v. AUSTRIA,False,True,False,1
1601,CASE OF DUBINSKAYA v. RUSSIA,False,False,True,2
1602,CASE OF GROSHEV v. RUSSIA,False,True,False,1
1603,CASE OF ANDREY FROLOV v. RUSSIA,False,False,True,2
1604,CASE OF GASHI v. CROATIA,False,True,False,1
1605,CASE OF TKACIK v. SLOVAKIA,False,False,True,2
1606,CASE OF McVICAR v. THE UNITED KINGDOM,False,False,True,2
1607,CASE OF DRAON v. FRANCE,False,False,True,2
1608,CASE OF PROSZAK v. POLAND,False,False,True,2
1609,CASE OF KESER AND OTHERS v. TURKEY,True,False,False,0
1610,CASE OF AXEL SPRINGER AG v. GERMANY,False,False,True,2
1611,CASE OF VEREINIGUNG DEMOKRATISCHER SOLDATEN ÖSTERREICHS AND GUBI v. AUSTRIA,False,False,True,2
1612,CASE OF GIULIA MANZONI v. ITALY,False,False,True,2
1613,CASE OF BARAONA v. PORTUGAL,False,False,True,2
1614,CASE OF DE SANTA v. ITALY,False,False,True,2
1615,CASE OF VAN KUCK v. GERMANY,False,False,True,2
1616,CASE OF HUTTEN-CZAPSKA v. POLAND,False,True,False,1
1617,CASE OF JAHN AND OTHERS v. GERMANY,False,True,False,1
1618,CASE OF SCOPPOLA v. ITALY (No. 2),False,False,True,2
1619,CASE OF BASSANI v. ITALY,False,False,True,2
1620,CASE OF PINCOVÁ AND PINC v. THE CZECH REPUBLIC,False,True,False,1
1621,CASE OF ÖCALAN v. TURKEY,False,False,True,2
1622,CASE OF DÖRY v. SWEDEN,False,True,False,1
1623,CASE OF MIKADZE v. RUSSIA,False,False,True,2
1624,CASE OF WIECZOREK v. POLAND,False,True,False,1
1625,CASE OF KIYUTIN v. RUSSIA,False,False,True,2
1626,CASE OF VAJNAI v. HUNGARY,False,False,True,2
1627,CASE OF CERNESCU AND MANOLACHE v. ROMANIA,False,False,True,2
1628,CASE OF DOUGOZ v. GREECE,False,False,True,2
1629,CASE OF BEVACQUA AND S. v. BULGARIA,False,True,False,1
1630,CASE OF IVANOVA AND CHERKEZOV v. BULGARIA,True,True,False,0-1
1631,CASE OF JOHNSON v. THE UNITED KINGDOM,False,False,True,2
1632,CASE OF FINOGENOV AND OTHERS v. RUSSIA,False,False,True,2
1633,CASE OF BERLINSKI v. POLAND,False,False,True,2
1634,CASE OF CHIRAGOV AND OTHERS v. ARMENIA,False,False,True,2
1635,CASE OF HORNSBY v. GREECE (ARTICLE 50),False,False,True,2
1636,CASE OF SHAPOVALOV v. UKRAINE,False,False,True,2
1637,CASE OF PIZZETTI v. ITALY,False,False,True,2
1638,CASE OF UMLAUFT v. AUSTRIA,False,False,True,2
1639,CASE OF TISHCHENKO v. UKRAINE,False,False,True,2
1640,CASE OF K.S. v. FINLAND,False,False,True,2
1641,CASE OF PINE VALLEY DEVELOPMENTS LTD AND OTHERS v. IRELAND (ARTICLE 50),False,False,True,2
1642,CASE OF LIU v. RUSSIA (No. 2),False,False,True,2
1643,CASE OF VERGELSKYY v. UKRAINE,False,False,True,2
1644,CASE OF J.S. AND A.S. v. POLAND,False,False,True,2
1645,CASE OF BECVAR AND BECVAROVA v. THE CZECH REPUBLIC,False,False,True,2
1646,CASE OF BODEIN v. FRANCE,False,False,True,2
1647,CASE OF GOKTEPE v. BELGIQUE,False,False,True,2
1648,CASE OF HERCZEGFALVY v. AUSTRIA,False,False,True,2
1649,CASE OF ROSELTRANS v. RUSSIA,False,False,True,2
1650,CASE OF ANDREY MEDVEDEV v. RUSSIA,True,False,False,0
1651,CASE OF FRENDO RANDON AND OTHERS  v. MALTA,False,True,False,1
1652,CASE OF RAVNSBORG v. SWEDEN,False,False,True,2
1653,CASE OF GORZELIK AND OTHERS v. POLAND,False,False,True,2
1654,CASE OF ARTNER v. AUSTRIA,False,False,True,2
1655,CASE OF X v. TURKEY,False,False,True,2
1656,CASE OF T. v. THE UNITED KINGDOM,False,False,True,2
1657,CASE OF SHAPOSHNIKOV v. RUSSIA,False,False,True,2
1658,CASE OF STOIANOVA AND NEDELCU v. ROMANIA,False,False,True,2
1659,CASE OF PAVIC v. CROATIA,False,True,False,1
1660,CASE OF ROMASHOV v. UKRAINE,False,False,True,2
1661,CASE OF STOICA v. ROMANIA,False,False,True,2
1662,CASE OF CHASSAGNOU AND OTHERS v. FRANCE,False,True,False,1
1663,CASE OF NADA v. SWITZERLAND,False,True,False,1
1664,CASE OF STALLINGER AND KUSO v. AUSTRIA,False,False,True,2
1665,CASE OF M.B. v. POLAND,False,False,True,2
1666,CASE OF GOLUBEVA v. RUSSIA,False,False,True,2
1667,CASE OF McKERR v. THE UNITED KINGDOM,False,True,False,1
1668,CASE OF DOROZHKO AND POZHARSKIY v. ESTONIA,False,False,True,2
1669,CASE OF VUČKOVIĆ AND OTHERS v. SERBIA ,False,True,False,1
1670,CASE OF GUSAK v. RUSSIA,False,False,True,2
1671,CASE OF AHMET SADIK v. GREECE,False,False,True,2
1672,CASE OF VLADIMIR ROMANOV v. RUSSIA,False,False,True,2
1673,CASE OF LADENT v. POLAND,False,False,True,2
1674,CASE OF CASTILLO ALGAR v. SPAIN,False,False,True,2
1675,CASE OF REKVÉNYI v. HUNGARY,False,False,True,2
1676,CASE OF BELINGER v. SLOVENIA,False,False,True,2
1677,CASE OF DARRAJ v. FRANCE,False,False,True,2
1678,CASE OF TERAZZI SRL v. ITALY,False,True,False,1
1679,CASE OF KYRTATOS v. GREECE,False,True,False,1
1680,CASE OF WILLEKENS v. BELGIUM,False,False,True,2
1681,CASE OF GJONBOCARI AND OTHERS v. ALBANIA,False,False,True,2
1682,CASE OF ORCHOWSKI v. POLAND,False,False,True,2
1683,CASE OF K. AND T. v. FINLAND,False,True,False,1
1684,CASE OF KOLTSOV v. RUSSIA,False,False,True,2
1685,CASE OF NOVRUZ ISMAYILOV v. AZERBAIJAN,False,False,True,2
1686,CASE OF MÜLLER AND OTHERS v. SWITZERLAND,False,False,True,2
1687,CASE OF PIERSACK v. BELGIUM (ARTICLE 50),False,True,False,1
1688,CASE OF SALERNO v. ITALY,False,False,True,2
1689,CASE OF MOTAIS DE NARBONNE v. FRANCE,False,False,True,2
1690,CASE OF MARIEN v. BELGIUM,False,False,True,2
1691,CASE OF PARRILLO v. ITALY,False,False,True,2
1692,"CASE OF NAUMOSKI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",False,False,True,2
1693,CASE OF PARDO v. FRANCE (REVISION – MERITS),False,False,True,2
1694,CASE OF ABDULLAH YAŞA AND OTHERS v. TURKEY,False,False,True,2
1695,CASE OF ALLARD v. SWEDEN,False,True,False,1
1696,CASE OF F.R. v. SWITZERLAND,False,False,True,2
1697,CASE OF SOMOGYI v. ITALY,False,False,True,2
1698,CASE OF GÜLEÇ v. TURKEY,False,True,False,1
1699,CASE OF LERAY AND OTHERS v. FRANCE,False,False,True,2
1700,CASE OF NAZARENKO v. RUSSIA,False,False,True,2
1701,CASE OF SILVER AND OTHERS v. THE UNITED KINGDOM (ARTICLE 50),False,False,True,2
1702,CASE OF ALEKSAKHIN v. UKRAINE,False,False,True,2
1703,CASE OF DUDGEON v. THE UNITED KINGDOM (ARTICLE 50),False,True,False,1
1704,CASE OF LĂCĂTUŞ AND OTHERS v. ROMANIA,False,False,True,2
1705,CASE OF CVETKOVIC v. SERBIA,False,False,True,2
1706,CASE OF CIUPERCESCU v. ROMANIA,False,False,True,2
1707,CASE OF SCORDINO v. ITALY (No. 3),False,False,True,2
1708,CASE OF BEGANOVIĆ v. CROATIA,False,False,True,2
1709,CASE OF NETOLICKY AND NETOLICKA v. THE CZECH REPUBLIC,False,False,True,2
1710,CASE OF HANDYSIDE v. THE UNITED KINGDOM,False,True,False,1
1711,CASE OF KOVAČIĆ AND OTHERS v. SLOVENIA,False,False,True,2
1712,CASE OF PRETTO AND OTHERS v. ITALY,False,False,True,2
1713,CASE OF CVIJETIĆ v. CROATIA,True,True,False,0-1
1714,CASE OF SAKKAPOULOS v. GREECE,False,False,True,2
1715,CASE OF LAPALORCIA v. ITALY,False,False,True,2
1716,CASE OF SHESTOPALOVA AND OTHERS v. RUSSIA,False,False,True,2
1717,CASE OF AKTAŞ v. TURKEY,False,True,False,1
1718,CASE OF KUNASHKO v. RUSSIA,False,False,True,2
1719,"CASE OF SPACEK, s.r.o. v. THE CZECH REPUBLIC",False,False,True,2
1720,CASE OF B. AND L. v. THE UNITED KINGDOM,False,False,True,2
1721,CASE OF KASYMAKHUNOV AND SAYBATALOV v. RUSSIA,False,False,True,2
1722,CASE OF KOPP v. SWITZERLAND,False,False,True,2
1723,CASE OF PIVNENKO v. UKRAINE,False,False,True,2
1724,CASE OF AMBRUOSI v. ITALY,False,False,True,2
1725,CASE OF X v. CROATIA,False,False,True,2
1726,CASE OF MATCZYŃSKI v. POLAND,False,False,True,2
1727,CASE OF THE ESTATE OF NITSCHKE v. SWEDEN,False,False,True,2
1728,CASE OF M. AND C. v. ROMANIA,False,False,True,2
1729,CASE OF PRIDATCHENKO AND OTHERS v. RUSSIA,False,False,True,2
1730,CASE OF GIGOLASHVILI v. GEORGIA,False,False,True,2
1731,CASE OF ZEHENTNER v. AUSTRIA,True,True,False,0-1
1732,CASE OF CELEJEWSKI v. POLAND,False,False,True,2
1733,CASE OF HALFORD v. THE UNITED KINGDOM,False,False,True,2
1734,CASE OF GUREPKA v. UKRAINE,False,False,True,2
1735,CASE OF GAVAZHUK v. UKRAINE,False,False,True,2
1736,CASE OF SAVITSKYY v. UKRAINE,False,False,True,2
1737,CASE OF APOSTU v. ROMANIA,False,False,True,2
1738,CASE OF RAYLYAN v. RUSSIA,False,True,False,1
1739,CASE OF LUNDEVALL v. SWEDEN,False,True,False,1
1740,CASE OF AIREY v. IRELAND (ARTICLE 50),False,False,True,2
1741,CASE OF RATAJCZYK v. POLAND,False,False,True,2
1742,CASE OF KOTOV v. RUSSIA,False,False,True,2
1743,CASE OF GOMBERT AND GOCHGARIAN v. FRANCE,False,False,True,2
1744,CASE OF VALSAMIS v. GREECE,False,False,True,2
1745,CASE OF SLIVENKO v. LATVIA,False,True,False,1
1746,CASE OF GARKUSHA v. UKRAINE,False,False,True,2
1747,CASE OF LOPES GOMES DA SILVA v. PORTUGAL,False,False,True,2
1748,CASE OF MASSON AND VAN ZON v. THE NETHERLANDS,False,True,False,1
1749,CASE OF GRIGORIADES v. GREECE,False,False,True,2
1750,CASE OF TÜM HABER SEN AND ÇINAR v. TURKEY,False,False,True,2
1751,CASE OF PESSINO v. FRANCE,False,False,True,2
1752,CASE OF MELIS v. GREECE,False,False,True,2
1753,CASE OF LARISSIS AND OTHERS v. GREECE,False,False,True,2
1754,CASE OF PARTI NATIONALISTE BASQUE - ORGANISATION REGIONALE D'IPARRALDE v. FRANCE,False,False,True,2
1755,CASE OF MADAUS v. GERMANY,False,True,False,1
1756,CASE OF TUREK v. THE CZECH REPUBLIC,False,False,True,2
1757,CASE OF IVANŢOC AND OTHERS v. MOLDOVA AND RUSSIA,False,False,True,2
1758,CASE OF LEHIDEUX AND ISORNI v. FRANCE,False,False,True,2
1759,CASE OF KUKALO v. RUSSIA,False,False,True,2
1760,CASE OF MAGO AND OTHERS v. BOSNIA AND HERZEGOVINA,False,True,False,1
1761,CASE OF C.B. v. ROMANIA,False,False,True,2
1762,CASE OF YUSUPOVA v. RUSSIA,False,False,True,2
1763,CASE OF STRAN GREEK REFINERIES AND STRATIS ANDREADIS v. GREECE,False,False,True,2
1764,CASE OF SCHELLING v. AUSTRIA,False,False,True,2
1765,CASE OF MORA DO VALE AND OTHERS v. PORTUGAL,False,False,True,2
1766,CASE OF JGK STATYBA LTD AND GUSELNIKOVAS v. LITHUANIA,False,False,True,2
1767,CASE OF ISLAMOVA v. RUSSIA,False,False,True,2
1768,CASE OF NESHKOV AND OTHERS v. BULGARIA,False,True,False,1
1769,CASE OF GUBERINA v. CROATIA,False,True,False,1
1770,CASE OF MEZOTUR-TISZAZUGI VIZGAZDALKODASI TARSULAT v. HUNGARY,False,False,True,2
1771,CASE OF KOLEV v. BULGARIA,False,False,True,2
1772,CASE OF IGOR VASILCHENKO v. RUSSIA,True,True,False,0-1
1773,CASE OF FINGER v. BULGARIA,False,False,True,2
1774,CASE OF KUCERA v. AUSTRIA,False,False,True,2
1775,CASE OF ISAKOV v. RUSSIA,False,False,True,2
1776,CASE OF KATIKARIDIS AND OTHERS v. GREECE (ARTICLE 50),False,False,True,2
1777,CASE OF CELNIKU v. GREECE,False,False,True,2
1778,CASE OF JOKELA v. FINLAND,False,True,False,1
1779,CASE OF ANHEUSER-BUSCH INC. v. PORTUGAL,False,True,False,1
1780,CASE OF PATSURIA v. GEORGIA,False,True,False,1
1781,CASE OF STOICHKOV v. BULGARIA,False,False,True,2
1782,CASE OF ROEMEN AND SCHMIT v. LUXEMBOURG,False,False,True,2
1783,CASE OF IGOR IVANOV v. RUSSIA,False,False,True,2
1784,CASE OF BOCHAN v. UKRAINE,False,False,True,2
1785,CASE OF KAVERZIN v. UKRAINE,False,False,True,2
1786,CASE OF JOVANOVIC v. SWEDEN,False,False,True,2
1787,CASE OF TURGUT AND OTHERS v. TURKEY,False,True,False,1
1788,CASE OF E.P. v. ITALY,False,False,True,2
1789,CASE OF LYANOVA AND ALIYEVA v. RUSSIA,False,False,True,2
1790,CASE OF CUDAK v. LITHUANIA,False,False,True,2
1791,CASE OF BOCHAN v. UKRAINE (No. 2),False,True,False,1
1792,CASE OF ĐORĐEVIĆ v. CROATIA,False,True,False,1
1793,CASE OF YÖYLER v. TURKEY,True,True,False,0-1
1794,CASE OF KUTZNER v. GERMANY,False,False,True,2
1795,CASE OF LAUTSI AND OTHERS v. ITALY,False,False,True,2
1796,CASE OF SAVERIADES v. TURKEY,False,False,True,2
1797,CASE OF FERRAZZINI v. ITALY,False,False,True,2
1798,CASE OF TIMUS AND TARUS v. THE REPUBLIC OF MOLDOVA,False,False,True,2
1799,CASE OF PERNA v. ITALY,False,False,True,2
1800,CASE OF PSHENICHNYY v. RUSSIA,False,True,False,1
1801,CASE OF CORDOVA v. ITALY (No. 1),False,False,True,2
1802,CASE OF BORODIN v. RUSSIA,False,False,True,2
1803,CASE OF YUMAK AND SADAK v. TURKEY,False,False,True,2
1804,CASE OF ÉDITIONS PLON v. FRANCE,False,False,True,2
1805,CASE OF SELÇUK AND ASKER v. TURKEY,True,True,False,0-1
1806,CASE OF JAĆIMOVIĆ v. CROATIA,False,True,False,1
1807,CASE OF TAM v. SLOVAKIA,False,False,True,2
1808,CASE OF EŞİM v. TURKEY,False,False,True,2
1809,CASE OF NUUTINEN v. FINLAND,False,True,False,1
1810,CASE OF FILIPOVI v. BULGARIA,False,False,True,2
1811,CASE OF McMICHAEL v. THE UNITED KINGDOM,False,True,False,1
1812,CASE OF SABEV v. BULGARIA,False,False,True,2
1813,CASE OF AB KURT KELLERMANN v. SWEDEN,False,False,True,2
1814,CASE OF MOOREN v. GERMANY,False,False,True,2
1815,CASE OF TYSIĄC v. POLAND,False,False,True,2
1816,CASE OF SCHALK AND KOPF v. AUSTRIA,False,False,True,2
1817,CASE OF MARONEK v. SLOVAKIA,False,True,False,1
1818,CASE OF BOZANO v. FRANCE (ARTICLE 50),False,False,True,2
1819,CASE OF TORRI v. ITALY,False,False,True,2
1820,CASE OF SKIBINSCY v. POLAND,False,False,True,2
1821,CASE OF SAGHINADZE AND OTHERS v. GEORGIA,True,True,False,0-1
1822,CASE OF NEIGEL v. FRANCE,False,False,True,2
1823,CASE OF ASAN RUSHITI v. AUSTRIA,False,False,True,2
1824,CASE OF GRIMKOVSKAYA v. UKRAINE,False,False,True,2
1825,CASE OF SAVVIDOU v. GREECE,False,False,True,2
1826,CASE OF FATMA NUR ERTEN AND ADNAN ERTEN v. TURKEY,False,False,True,2
1827,CASE OF ENUKIDZE AND GIRGVLIANI v. GEORGIA,False,False,True,2
1828,CASE OF İZZETTİN DOĞAN AND OTHERS v. TURKEY,False,False,True,2
1829,CASE OF ŞÜKRAN AYDIN AND OTHERS v. TURKEY,False,False,True,2
1830,CASE OF KOSMIDIS AND KOSMIDOU v. GREECE,False,False,True,2
1831,CASE OF GERASIMOVA v. RUSSIA,False,False,True,2
1832,CASE OF ALATULKKILA AND OTHERS v. FINLAND,False,False,True,2
1833,CASE OF DONADZE v. GEORGIA,False,False,True,2
1834,CASE OF SURUGIU v. ROMANIA,False,True,False,1
1835,CASE OF MENTEŞE AND OTHERS v. TURKEY,True,False,False,0
1836,CASE OF BISTROVIC v. CROATIA,False,False,True,2
1837,CASE OF SOTO SANCHEZ v. SPAIN,False,False,True,2
1838,CASE OF AHMET ÖZKAN AND OTHERS v. TURKEY,True,True,False,0-1
1839,CASE OF MICHAUD v. FRANCE,False,False,True,2
1840,CASE OF RAFFRAY TADDEI v. FRANCE,False,False,True,2
1841,CASE OF PLECHANOW v. POLAND,False,False,True,2
1842,CASE OF ENGLERT v. GERMANY,False,False,True,2
1843,CASE OF L. v. LITHUANIA,False,False,True,2
1844,CASE OF CHIZHOV v. UKRAINE,False,False,True,2
1845,CASE OF AIZPURUA ORTIZ AND OTHERS v. SPAIN,False,False,True,2
1846,CASE OF MIAILHE v. FRANCE (No. 2),False,False,True,2
1847,CASE OF JABLONSKI v. POLAND,False,True,False,1
1848,CASE OF SCOPELLITI v. ITALY,False,False,True,2
1849,CASE OF NORRIS v. IRELAND,False,False,True,2
1850,CASE OF CETERONI v. ITALY,False,False,True,2
1851,CASE OF PIERMONT v. FRANCE,False,False,True,2
1852,CASE OF JORDAN v. THE UNITED KINGDOM,False,False,True,2
1853,CASE OF VASILOPOULOU v. GREECE,False,False,True,2
1854,CASE OF MELNIK v. UKRAINE,False,False,True,2
1855,"CASE OF VALOVA, SLEZAK AND SLEZAK v. SLOVAKIA",False,False,True,2
1856,CASE OF ANTONETTO v. ITALY,False,False,True,2
1857,CASE OF BASHIR AND OTHERS v. BULGARIA,False,False,True,2
1858,CASE OF GÜNDEM v. TURKEY,False,False,True,2
1859,CASE OF DE LUCA v. ITALY (extracts),False,False,True,2
1860,"CASE OF SAMPANIS AND OTHERS v. GREECE - [English Translation] by European Roma Rights Centre ""ERRC""",False,False,True,2
1861,CASE OF PROTOPAPA v. TURKEY,False,False,True,2
1862,CASE OF BAYBASIN v. THE NETHERLANDS,False,False,True,2
1863,CASE OF BOGDEL v. LITHUANIA,False,False,True,2
1864,CASE OF SHTUKATUROV v. RUSSIA,False,False,True,2
1865,CASE OF REFAH PARTISI (THE WELFARE PARTY) AND OTHERS v. TURKEY,False,False,True,2
1866,CASE OF TULESHOV AND OTHERS v. RUSSIA,True,False,False,0
1867,CASE OF KLAAS v. GERMANY,False,True,False,1
1868,CASE OF SERKOV v. UKRAINE,False,True,False,1
1869,CASE OF JOHN ANTHONY MIZZI v. MALTA,False,False,True,2
1870,CASE OF MICHTA v. POLAND,False,False,True,2
1871,CASE OF GLASENAPP v. GERMANY,False,False,True,2
1872,CASE OF SÜREK v. TURKEY (No. 3),False,False,True,2
1873,CASE OF FĂLIE v. ROMANIA,False,False,True,2
1874,CASE OF KALINOVA v. BULGARIA,False,False,True,2
1875,CASE OF W. v. THE UNITED KINGDOM (ARTICLE 50),False,False,True,2
1876,CASE OF SOCIETE DE CONCEPTION DE PRESSE ET D'EDITION AND PONSON v. FRANCE,False,False,True,2
1877,CASE OF VODENICAROV v. SLOVAKIA,False,False,True,2
1878,CASE OF MATENCIO v. FRANCE,False,False,True,2
1879,CASE OF KREUZ v. POLAND,False,False,True,2
1880,CASE OF UDOVIČIĆ v. CROATIA,False,False,True,2
1881,CASE OF COLOMBANI AND OTHERS v. FRANCE,False,False,True,2
1882,CASE OF DEPA v. POLAND,False,True,False,1
1883,CASE OF MOLLA SALI v. GREECE,False,False,True,2
1884,CASE OF SANDRA JANKOVIĆ v. CROATIA,False,False,True,2
1885,CASE OF PANDOLFELLI AND PALUMBO v. ITALY,False,False,True,2
1886,CASE OF GELFMANN v. FRANCE,False,False,True,2
1887,CASE OF DI MARCO v. ITALY,False,False,True,2
1888,CASE OF TEJEDOR GARCÍA v. SPAIN,False,True,False,1
1889,CASE OF KATZ v. ROMANIA,False,False,True,2
1890,CASE OF MARKIN v. RUSSIA,False,False,True,2
1891,CASE OF ALIMUCAJ v. ALBANIA,False,False,True,2
1892,CASE OF AYDER AND OTHERS v. TURKEY,False,True,False,1
1893,CASE OF PAULIC v. CROATIA,True,True,False,0-1
1894,CASE OF BROZICEK v. ITALY,False,False,True,2
1895,CASE OF BOWMAN v. THE UNITED KINGDOM,False,False,True,2
1896,CASE OF ŞAYLI v. TURKEY,True,False,False,0
1897,CASE OF MARIAN MACIEJEWSKI v. POLAND,False,False,True,2
1898,CASE OF DACHAR v. FRANCE,False,False,True,2
1899,CASE OF CARSON AND OTHERS v. THE UNITED KINGDOM,False,True,False,1
1900,CASE OF NERVA AND OTHERS v. THE UNITED KINGDOM,False,True,False,1
1901,CASE OF MALAMA v. GREECE,False,False,True,2
1902,CASE OF FRETTE v. FRANCE,False,False,True,2
1903,CASE OF RAMIREZ SANCHEZ v. FRANCE,False,False,True,2
1904,CASE OF KUPPINGER v. GERMANY,False,False,True,2
1905,CASE OF B.S. v. SPAIN,False,False,True,2
1906,CASE OF JANOWSKI v. POLAND,False,False,True,2
1907,CASE OF KARÁCSONY AND OTHERS v. HUNGARY,False,False,True,2
1908,CASE OF GRZELAK v. POLAND,False,False,True,2
1909,CASE OF GABARRI MORENO v. SPAIN,False,False,True,2
1910,CASE OF M.G. v. THE UNITED KINGDOM,False,False,True,2
1911,CASE OF MALINOVSKIY v. RUSSIA,False,True,False,1
1912,CASE OF KEMMACHE v. FRANCE (No. 1 and No. 2) (ARTICLE 50),False,False,True,2
1913,CASE OF PRETTY v. THE UNITED KINGDOM,False,True,False,1
1914,CASE OF ELÇI AND OTHERS v. TURKEY,False,True,False,1
1915,CASE OF KORBELY v. HUNGARY,False,True,False,1
1916,CASE OF MATZNETTER v. AUSTRIA,False,False,True,2
1917,CASE OF KEHAYOV v. BULGARIA,False,False,True,2
1918,CASE OF LENEV v. BULGARIA,False,False,True,2
1919,CASE OF BAKLANOV v. RUSSIA,False,False,True,2
1920,CASE OF FAZİLET PARTİSİ AND KUTAN v. TURKEY,False,False,True,2
1921,CASE OF MALENKO v. UKRAINE,False,False,True,2
1922,CASE OF KARATAS v. TURKEY,False,False,True,2
1923,CASE OF KRAWCZAK v. POLAND,False,False,True,2
1924,CASE OF MARIE-LOUISE LOYEN AND OTHER v. FRANCE,False,False,True,2
1925,CASE OF VERMEULEN v. BELGIUM,False,False,True,2
1926,CASE OF SAMESOV v. RUSSIA,False,False,True,2
1927,CASE OF BLJAKAJ AND OTHERS v. CROATIA,False,False,True,2
1928,CASE OF PLALAM S.P.A. v. ITALY,False,True,False,1
1929,"CASE OF LUEDICKE, BELKACEM AND KOÇ v. GERMANY (ARTICLE 50)",False,False,True,2
1930,CASE OF BJEDOV v. CROATIA,True,True,False,0-1
1931,CASE OF BÖNISCH v. AUSTRIA (ARTICLE 50),False,False,True,2
1932,"CASE OF GENTILHOMME, SCHAZFF-BENHADJI AND ZEROUKI v. FRANCE",False,False,True,2
1933,CASE OF PERİNÇEK v. SWITZERLAND,False,False,True,2
1934,CASE OF PEROTE PELLON v. SPAIN,False,False,True,2
1935,CASE OF A.D.T. v. THE UNITED KINGDOM,False,False,True,2
1936,CASE OF REKLOS AND DAVOURLIS v. GREECE,False,False,True,2
1937,CASE OF SABUKTEKIN v. TURKEY,False,False,True,2
1938,CASE OF AĆIMOVIĆ v. CROATIA,False,False,True,2
1939,CASE OF SERYAVIN AND OTHERS v. UKRAINE,False,True,False,1
1940,CASE OF JAKUPOVIC v. CROATIA,False,False,True,2
1941,CASE OF KRANZ v. POLAND,False,False,True,2
1942,CASE OF OZGUR GUNDEM v. TURKEY,False,True,False,1
1943,CASE OF SIDORENKO v. RUSSIA,False,False,True,2
1944,CASE OF AMROLLAHI v. DENMARK,False,True,False,1
1945,CASE OF NARODNI LIST D.D. v. CROATIA,False,True,False,1
1946,CASE OF JANOSEVIC v. SWEDEN,False,False,True,2
1947,CASE OF O'KEEFFE v. IRELAND,False,True,False,1
1948,CASE OF MOISEYEV v. RUSSIA,False,False,True,2
1949,CASE OF ARVOIS v. FRANCE,False,False,True,2
1950,CASE OF SCHATSCHASCHWILI v. GERMANY,False,False,True,2
1951,CASE OF MUZEVIC v. CROATIA,False,False,True,2
1952,CASE OF KOZACHEK v. UKRAINE,False,False,True,2
1953,CASE OF YORDANOVA AND OTHERS v. BULGARIA,True,True,False,0-1
1954,CASE OF KANAGARATNAM AND OTHERS v. BELGIUM,False,False,True,2
1955,CASE OF DRIZA v. ALBANIA,False,True,False,1
1956,CASE OF STANCIAK v. SLOVAKIA,False,True,False,1
1957,CASE OF ČONKA v. BELGIUM,False,True,False,1
1958,CASE OF WALKER v. THE UNITED KINGDOM,False,False,True,2
1959,CASE OF APEH ULDOZOTTEINEK SZÖVETSEGE AND OTHERS v. HUNGARY,False,False,True,2
1960,CASE OF SOC v. CROATIA,False,False,True,2
1961,CASE OF ERIKSSON v. SWEDEN,False,False,True,2
1962,CASE OF DEMUTH v. SWITZERLAND,False,False,True,2
1963,CASE OF T.M. AND C.M. v. THE REPUBLIC OF MOLDOVA,False,False,True,2
1964,CASE OF MUTISHEV AND OTHERS v. BULGARIA,False,False,True,2
1965,CASE OF MROZOWSKI v. POLAND,False,False,True,2
1966,CASE OF D.D. v. FRANCE,False,False,True,2
1967,CASE OF B. v. THE REPUBLIC OF MOLDOVA,False,True,False,1
1968,CASE OF IMAKAYEVA v. RUSSIA,False,True,False,1
1969,CASE OF GUILLEMIN v. FRANCE (ARTICLE 50),False,False,True,2
1970,CASE OF SHAMAYEV AND OTHERS v. GEORGIA AND RUSSIA,False,False,True,2
1971,CASE OF KUDRINA v. RUSSIA,False,False,True,2
1972,CASE OF BLADET TROMSO AND STENSAAS v. NORWAY,False,False,True,2
1973,CASE OF JALLOH v. GERMANY,False,False,True,2
1974,CASE OF FADIL YILMAZ v. TURKEY,False,False,True,2
1975,CASE OF WIESER v. AUSTRIA,False,False,True,2
1976,CASE OF AGRAW v. SWITZERLAND,False,False,True,2
1977,CASE OF MOUSTAQUIM v. BELGIUM,False,False,True,2
1978,CASE OF DYBEKU v. ALBANIA,False,False,True,2
1979,CASE OF AYANGİL AND OTHERS v. TURKEY,False,False,True,2
1980,CASE OF VULAKH AND OTHERS v. RUSSIA,False,False,True,2
1981,CASE OF A.L. v. POLAND,False,False,True,2
1982,CASE OF CLOOTH v. BELGIUM (ARTICLE 50),False,False,True,2
1983,CASE OF BIELECTRIC S.R.L. v. ITALY,False,False,True,2
1984,CASE OF AKDİVAR AND OTHERS v. TURKEY,True,False,False,0
1985,CASE OF KAROV v. BULGARIA,False,False,True,2
